Title,Image Link,Release,Rating,Metacritic,Description,Audience,Directors,Runtime,Genres
Phoenix,https://www.metacritic.com/a/img/resize/2c2f8374c511f684187bcf851364a14ce5b09c7b/catalog/provider/2/2/2-bcfaa845f551036186f6dca5bf3dd6e1.jpg?auto=webp&fit=cover&height=132&width=88,2015,PG-13,89.0,"Nelly (Nina Hoss), a German-Jewish nightclub singer, has survived a concentration camp, but with her face disfigured by a bullet wound. After reconstructive surgery, Nelly emerges with a new face, one similar but different enough that her former husband, Johnny (Ronald Zehrfeld), doesn’t recognize her. Rather than reveal herself, Nelly walks into a dangerous game of duplicity and disguise as she tries to figure out if the man she loves may have betrayed her to the Nazis. [IFC Films]",7.8,Christian Petzold,1 h 38 m,"['Drama', 'History', 'Music', 'Romance']"
Goodbye Solo,https://www.metacritic.com/a/img/resize/875c2e37837fa0198df54bbd7bdd90991e88c98f/catalog/provider/2/2/2-4523bbb63fed7950ed01a885df419094.jpg?auto=webp&fit=cover&height=132&width=88,2009,R,89.0,"On the lonely roads of Winston-Salem, North Carolina, two men forge an improbable friendship that will change both of their lives forever. Solo is a Senegalese cab driver working to provide a better life for his young family. William is a tough Southern good ol‘ boy with a lifetime of regrets. One man‘s American dream is just beginning, while the other‘s is quickly winding down. But despite their differences, both men soon realize they need each other more than either is willing to admit. Through this unlikely but unforgettable friendship, Goodbye Solo deftly explores the passing of a generation as well as the rapidly changing face of America. (Roadside Attractions)",7.0,Ramin Bahrani,1 h 31 m,['Drama']
Gunda,https://www.metacritic.com/a/img/resize/2c8a2839674a434b0ddca4bc58eeceeba50d3261/catalog/provider/2/2/2-72dd5b06564fa32221d715a970e3da9d.jpg?auto=webp&fit=cover&height=132&width=88,2020,G,89.0,"Experiential cinema in its purest form, Gunda chronicles the unfiltered lives of a mother pig, a flock of chickens, and a herd of cows with masterful intimacy. Using stark, transcendent black and white cinematography and the farm's ambient soundtrack, director Victor Kossakowsky invites the audience to slow down and experience life as his subjects do, taking in their world with a magical patience and an other worldly perspective. Gunda asks us to meditate on the mystery of animal consciousness, and reckon with the role humanity plays in it. [Neon]",7.3,Victor Kossakovsky,1 h 33 m,['Documentary']
Western,https://www.metacritic.com/a/img/resize/1c34e85c886fefddca60973d6d25cc92b426a20d/catalog/provider/2/2/2-9de191ddc38e5e5b759755602f7947f8.jpg?auto=webp&fit=cover&height=132&width=88,2015,Rated,89.0,"For generations, all that distinguished Eagle Pass, TX, from Piedras Negras, MX, was the Rio Grande. But when darkness descends upon these harmonious border towns, a cowboy and lawman face a new reality that threatens their way of life.",6.7,"Bill Ross IV,

      Turner Ross",1 h 32 m,"['Documentary', 'Western']"
The Power of the Dog,https://www.metacritic.com/a/img/resize/3fad1fe5e2a76614d4f72f8f32bb078fafdc231e/catalog/provider/2/2/2-cc830b322f167818c5005f1b93a63921.jpg?auto=webp&fit=cover&height=132&width=88,2021,R,89.0,"Charismatic rancher Phil Burbank (Benedict Cumberbatch) inspires fear and awe in those around him. When his brother (Jesse Plemons) brings home a new wife (Kirsten Dunst) and her son (Kodi Smit-McPhee), Phil torments them until he finds himself exposed to the possibility of love.",6.5,Jane Campion,2 h 6 m,"['Drama', 'Western']"
Downhill Racer,https://www.metacritic.com/a/img/resize/74cc510f85ea869a090aa00507e24adb7694ec58/catalog/provider/2/2/2-835fcd022998a5db01dde4b9a23125c5.jpg?auto=webp&fit=cover&height=132&width=88,1969,M,89.0,"Quietly cocky David Chappellet (Robert Redford) joins the U.S. ski team as downhill racer and clashes with the team's coach, played by Gene Hackman.",8.0,Michael Ritchie,1 h 41 m,"['Drama', 'Sport']"
Deep Red,https://www.metacritic.com/a/img/resize/798032e20a6d1778c1136df8ebd58e4b28a15a29/catalog/provider/2/2/2-d265cd52cf38d3334e5c77bdbdf9bcba.jpg?auto=webp&fit=cover&height=132&width=88,1976,R,89.0,"After witnessing the murder of a famous psychic, a musician teams up with a feisty reporter to find the killer while evading attempts on their lives by the unseen assailant bent on keeping a dark secret buried.",7.2,Dario Argento,2 h 7 m,"['Horror', 'Mystery', 'Thriller']"
Alien,https://www.metacritic.com/a/img/resize/8f922b817b365ca59d391c275275feb8d45796f5/catalog/provider/2/2/2-832df7426f173079c0a0f5a155a0fe4e.jpg?auto=webp&fit=cover&height=132&width=88,1979,TV-MA,89.0,"For the first time in nearly a quarter-century, Alien returns to the big screen with a digitally remastered special edition of director Ridley Scott's science fiction/horror classic. [Fox]",9.0,Ridley Scott,1 h 57 m,"['Horror', 'Sci-Fi']"
Columbus,https://www.metacritic.com/a/img/resize/db71bac0531ff6183e78edf5fedb91830f71d01c/catalog/provider/2/2/2-e26b3719751bb2af9bc9a5f87ba81a4f.jpg?auto=webp&fit=cover&height=132&width=88,2017,Rated,89.0,"When a renowned architecture scholar falls suddenly ill during a speaking tour, his son Jin (John Cho) finds himself stranded in Columbus, Indiana - a small Midwestern city celebrated for its many significant modernist buildings. Jin strikes up a friendship with Casey (Haley Lu Richardson), a young architecture enthusiast who works at the local library. As their intimacy develops, Jin and Casey explore both the town and their conflicted emotions: Jin's estranged relationship with his father, and Casey's reluctance to leave Columbus and her mother.",7.3,Kogonada,1 h 44 m,['Drama']
Night of the Living Dead,https://www.metacritic.com/a/img/resize/3247fc59f6e2f4fc045ba858e7d2a16f797397e9/catalog/provider/2/2/2-bdfe40ea9df8dea2455308f6c9a0a5ac.jpg?auto=webp&fit=cover&height=132&width=88,1968,R,89.0,There is panic throughout the nation as the dead suddenly come back to life. The film follows a group of characters who barricade themselves in an old farmhouse in an attempt to remain safe from these flesh eating monsters.,8.1,George A. Romero,1 h 36 m,"['Horror', 'Thriller']"
The Artist,https://www.metacritic.com/a/img/resize/b0b3dffa343133a7c82954e8e20ca3acba14851a/catalog/provider/2/2/2-f3ccb23961a87e97afc5956a04825c69.jpg?auto=webp&fit=cover&height=132&width=88,2011,PG-13,89.0,"Hollywood 1927. George Valentin is a silent movie superstar. The advent of the talkies will sound the death knell for his career and see him fall into oblivion. For young extra Peppy Miller, it seems the sky's the limit - major movie stardom awaits. The Artist tells the story of their interlinked destinies. [The Weinstein Company]",8.1,Michel Hazanavicius,1 h 40 m,"['Comedy', 'Drama', 'Romance']"
Yankee Doodle Dandy,https://www.metacritic.com/a/img/resize/ed0f282dcd650c826d9523ae81ae7fcc5ac73ff6/catalog/provider/2/2/2-c756240bd32bf2f1e7f241fd8fe2b30a.jpg?auto=webp&fit=cover&height=132&width=88,1942,Approved,89.0,"The life of the renowned musical composer, playwright, actor, dancer, and singer George M. Cohan.",7.8,Michael Curtiz,2 h 6 m,"['Biography', 'Drama', 'Family', 'Music', 'Musical']"
Foreign Correspondent,https://www.metacritic.com/a/img/resize/a77f97fbe9b620ed1520277ec164745e460001f7/catalog/provider/2/2/2-2d32f949812c71544212b18fa168c3ce.jpg?auto=webp&fit=cover&height=132&width=88,1940,Approved,89.0,"On the eve of WW2, a young American reporter tries to expose enemy agents in London.",8.0,Alfred Hitchcock,2 h,"['Action', 'Romance', 'Thriller', 'War']"
The Piano,https://www.metacritic.com/a/img/resize/ab9270c9a01a5dc5e0e76858c47c08b181d4e0f1/catalog/provider/2/2/2-e897913d800b20b3d9d12d57d7137f37.jpg?auto=webp&fit=cover&height=132&width=88,1993,R,89.0,"A seemingly mute woman (Hunter) is sent to New Zealand together with her daughter and her beloved piano, for an arranged marriage.",7.9,Jane Campion,2 h 1 m,"['Drama', 'Music', 'Romance']"
Eternal Sunshine of the Spotless Mind,https://www.metacritic.com/a/img/resize/7c899d0b0911eac0af3a6e567bcfd8715b2d0d9d/catalog/provider/2/2/2-ba39e3220c56d3f612ec988cc96ff0f7.jpg?auto=webp&fit=cover&height=132&width=88,2004,R,89.0,"Joel (Carrey) is stunned to discover that his girlfriend Clementine (Winslet) has had her memories of their tumultuous relationship erased.  Out of desperation, he contacts the inventor of the process, Dr. Howard Mierzwiak (Wilkinson), to have Clementine removed from his own memory.  But as Joel's memories progressively disappear, he begins to rediscover his love for Clementine.  (Focus Features)",8.8,Michel Gondry,1 h 48 m,"['Drama', 'Romance', 'Sci-Fi']"
Of Mice and Men,https://www.metacritic.com/a/img/resize/139c67913eed9da230db8d8fcedce8f96cb3b1e6/catalog/provider/2/2/2-1febabe03ef25f342a01c3982170014c.jpg?auto=webp&fit=cover&height=132&width=88,1940,Passed,89.0,"Two itinerant migrant workers, one mentally disabled and the other his carer, take jobs as ranch hands during the Great Depression to fulfill their shared dream of owning their own ranch.",7.5,Lewis Milestone,1 h 46 m,"['Adventure', 'Drama']"
Dead Souls,https://www.metacritic.com/a/img/resize/3bb478f0294a991b53b25db43dccd556f40ef234/catalog/provider/2/2/2-7696173a8d2e64323e3883b91a50dc0f.jpg?auto=webp&fit=cover&height=132&width=88,2018,Unrated,89.0,"In Gansu Province, northwest China, lie the remains of countless prisoners abandoned in the Gobi Desert sixty years ago. Designated as “ultra-rightists” in the Communist Party’s Anti-Rightist campaign of 1957, they starved to death in the Jiabiangou and Mingshui reeducation camps. The film invites us to meet the survivors of the camps to find out firsthand who these persons were, the hardships they were forced to endure and what became their destiny. [Cannes]",0,Wang Bing,8 h 15 m,"['Documentary', 'History']"
Cameraperson,https://www.metacritic.com/a/img/resize/aae1e7312c68e8fdd49f47dfadc9d0348e91af97/catalog/provider/2/2/2-f97934069b8aefc96db6492a9f1d6da9.jpg?auto=webp&fit=cover&height=132&width=88,2016,Rated,89.0,"A boxing match in Brooklyn; life in postwar Bosnia and Herzegovina; the daily routine of a Nigerian midwife; an intimate family moment at home: these scenes and others are woven into Cameraperson, a tapestry of footage collected over the twenty-five-year career of documentary cinematographer Kirsten Johnson. Through a series of episodic juxtapositions, Johnson explores the relationships between image makers and their subjects, the tension between the objectivity and intervention of the camera, and the complex interaction of unfiltered reality and crafted narrative. A hybrid work that combines documentary, autobiography, and ethical inquiry, Cameraperson is both a moving glimpse into one filmmaker’s personal journey and a thoughtful examination of what it means to train a camera on the world. [Janus Films]",6.4,Kirsten Johnson,1 h 42 m,"['Documentary', 'Biography', 'History', 'News', 'War']"
Zama,https://www.metacritic.com/a/img/resize/74de5b8dacbd7c943840c5b85ee8c70c9bb47cf0/catalog/provider/2/2/2-82d57843a2dc12bd611d2567fce4a4ff.jpg?auto=webp&fit=cover&height=132&width=88,2018,Unrated,89.0,"Zama, an officer of the Spanish Crown born in South America, waits for a letter from the King granting him a transfer from the town in which he is stagnating, to a better place. His situation is delicate. He must ensure that nothing overshadows his transfer. He is forced to accept submissively every task entrusted to him by successive Governors who come and go as he stays behind. The years go by and the letter from the King never arrives. When Zama notices everything is lost, he joins a party of soldiers that go after a dangerous bandit. [Strand Releasing]",7.3,Lucrecia Martel,1 h 55 m,"['Drama', 'History']"
The Mother and the Whore,https://www.metacritic.com/a/img/resize/843509d5feeeef579aa730ab3d8e91cf6fc5febe/catalog/provider/2/2/2-c96f2ede937794f383c937f6f9ab13c0.jpg?auto=webp&fit=cover&height=132&width=88,1973,Unrated,89.0,"The chauvinist Alexandre balances relationships with several women, including the maternal Marie and the sexually liberated Veronika, in the post-1968 intellectual scene of Paris.",0,Jean Eustache,3 h 37 m,"['Drama', 'Romance']"
Dick Johnson Is Dead,https://www.metacritic.com/a/img/resize/c9fc2e2140d12d7fad5d7d9b360ac4f7d104685c/catalog/provider/2/2/2-4a12ac7d7e56f654914931bc1c18c9a1.jpg?auto=webp&fit=cover&height=132&width=88,2020,PG-13,89.0,"A lifetime of making documentaries has convinced the award-winning filmmaker Kirsten Johnson of the power of the real. But now she's ready to use every escapist movie-making trick in the book - staging inventive and fantastical ways for her 86-year-old psychiatrist father to die while hoping that cinema might help her bend time, laugh at pain, and keep her father alive forever.",7.4,Kirsten Johnson,1 h 29 m,"['Documentary', 'Biography', 'Drama']"
High Noon,https://www.metacritic.com/a/img/resize/5a61fe82dbe80df21b76dff8534ab103d428a0ab/catalog/provider/2/2/2-d02b6c07476d5832478fe9e4d8679d74.jpg?auto=webp&fit=cover&height=132&width=88,1952,PG,89.0,"This classic 1952 Western stars Gary Cooper as just-married lawman Will Kane, who is about to retire as a small-town sheriff and begin a new life with his bride (Grace Kelly) when he learns that gunslinger Frank Miller (Ian MacDonald) is due to arrive at high noon to settle an old score.",8.4,Fred Zinnemann,1 h 25 m,"['Drama', 'Thriller', 'Western']"
Rebel Without a Cause,https://www.metacritic.com/a/img/resize/d6982da3c37d4ba8afc1866fd39cde51f82dbba9/catalog/provider/2/2/2-347b51bd635ba0c511dac1fd2c54316a.jpg?auto=webp&fit=cover&height=132&width=88,1955,Approved,89.0,"A rebellious young man (James Dean) with a troubled past comes to a new town, finding friends and enemies.",7.5,Nicholas Ray,1 h 51 m,['Drama']
The Quiet Girl,https://www.metacritic.com/a/img/resize/94e75369a4ec3bc9d58933b70253428fd8789ced/catalog/provider/2/2/2-2660fa16db9224620e92ccff05e55f23.jpg?auto=webp&fit=cover&height=132&width=88,2022,PG-13,89.0,"Rural Ireland. 1981. Nine-year-old Cait is sent away from her overcrowded, dysfunctional family to live with foster parents for the summer. Quietly struggling at school and at home, she has learned to hide in plain sight from those around her. She blossoms in their care, but in this house where there are meant to be no secrets, she discovers one painful truth.",8.0,Colm Bairéad,1 h 35 m,['Drama']
